Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Price Range
ADBL,2024-08-29,0.25002650889226463,0.19993990476115386,0.14614096666000517,0.12012948687599467,-0.9527232422538197,1.6892701213024262,0.8025825648744638
ADBL,2024-08-28,0.1666172347257773,0.25032713462741696,0.18864593285459716,0.18389802897858065,0.05909825965526208,1.7249168434909976,0.9295134149719128
ADBL,2024-08-27,0.323009623787941,0.2719216617129586,0.19927217440324516,0.17867109929804084,-2.5233996434731503,3.744562324531197,1.0846511206465799
ADBL,2024-08-25,0.38348134755864444,0.4570176081604565,0.4032960121372865,0.35638670843639453,-1.7351201012881676,3.2341409490024366,0.9154099871833118
ADBL,2024-08-22,0.46897585357929383,0.5104897704675113,0.5318735348759275,0.4818330207693501,-0.5703488374625968,1.871656610814369,-0.05772653023049314
ADBL,2024-08-21,0.47940201285010475,0.4775838244324007,0.486180696216741,0.5226030722775604,0.6885453567731211,3.1275692972585527,0.09741117544417385
ADBL,2024-08-18,0.6389222496935119,0.5948112571824824,0.496806937765389,0.47137916140827046,-1.2821534986893346,7.394418161819076,1.5641676654591736
ADBL,2024-08-15,0.4064188979544283,0.5403107840618308,0.422423246924853,0.5654638956579872,2.45335030196338,6.517282017628325,1.8039259378654786
ADBL,2024-08-14,0.3751404201419956,0.36446963493670753,0.37991828073026107,0.38879367245574165,0.2944055856806299,2.944658382807851,-0.04362310244188413
ADBL,2024-08-13,0.29173114597550825,0.3541865268007354,0.3480395560843171,0.36684056779747415,1.1826907414263936,4.326844090316839,0.23844545333023184
ADBL,2024-08-12,0.18642693734031782,0.22564767510108413,0.24283976475270216,0.28320969290883713,1.2238695234808328,3.273614555879244,-0.12824366917352212
ADBL,2024-08-11,0.13533875691334457,0.1474960532676959,0.16739344975730117,0.1985334320840919,1.3650539190960536,3.567987030286576,-0.1987608081165511
ADBL,2024-08-08,0.1457649161841555,0.1474960532676959,0.15676720820865317,0.10653946970659164,-0.47034322390181554,1.171648533100984,-0.05772653023049314
ADBL,2024-08-07,0.06339825794474949,0.10122206665582142,0.07175727581946922,0.13685566185372233,0.9179699996478548,1.8286395921891945,0.4358934423707098
ADBL,2024-08-06,0.2813049867046974,0.2307892291690702,0.1248884835627092,0.07517789162335275,-2.1351425555312935,4.058111743320691,1.5077539543047538
ADBL,2024-08-05,0.11552905429880406,0.3027709861208749,0.1790823154608142,0.22048653674235935,2.559238598674795,8.086942553919911,1.7757190822882607
ADBL,2024-08-01,0.17704339399658822,0.12795814780934914,0.09832287969108922,0.05113401509286948,-1.0468461726639668,3.5490085169623224,0.44999687015931883
ADBL,2024-07-31,0.07278180128847908,0.1474960532676959,0.10469862462027825,0.12012948687599467,-0.1114995517131296,3.3404716487474317,0.6333414314111878
ADBL,2024-07-30,0.1926826329028046,0.1433828100133073,0.01862606807622926,0.12640180249264268,-0.017376621302982464,2.5347565117567643,1.7193053711338406
ADBL,2024-07-29,0.30111468931923785,0.3027709861208749,0.14614096666000517,0.12640180249264268,-1.564522289919776,3.4639524613545225,2.212925343735044
ADBL,2024-07-28,-0.07318442850287372,0.17114720198043185,-0.013252656569714718,0.2330311679756548,5.865306529331214,8.777581850970613,2.52320075508437
ADBL,2024-07-25,-0.29734685282530837,-0.1702519881338419,-0.2470299706399706,-0.13494468153434802,1.7886071059417157,2.4180790497065376,0.9436168427605218
ADBL,2024-07-24,-0.24000297683584834,-0.24223374508564663,-0.2449047223302411,-0.24471020482568415,-0.3585722440397658,2.0229744661166307,-0.07182995801909413
ADBL,2024-07-23,-0.3755430473563902,-0.21138442067773033,-0.3851711107723945,-0.22380248610352488,2.3886407873064033,2.627749809680906,2.212925343735044
ADBL,2024-07-22,-0.32341225100233567,-0.3656310427173119,-0.39154685570158354,-0.3649295874780999,-0.8938964107474776,1.415279351271701,0.18203174217581186
ADBL,2024-07-21,-0.35469072881476843,-0.31421550203745136,-0.41067409048914943,-0.31266029067270174,0.5473609611579003,3.5740958721407607,1.1410648318009997
ADBL,2024-07-18,-0.5413189797622835,-0.31421550203745136,-0.5445647340021144,-0.34611264062815644,3.3181047251066067,2.2928123575782697,2.9180967331653336
ADBL,2024-07-17,-0.519424045293581,-0.5589534756735876,-0.5870697001967063,-0.5321913372553739,0.7414895051288288,1.3522349694447566,0.12561803102138386
ADBL,2024-07-16,-0.6987539847515286,-0.5198776647568935,-0.7592148132848038,-0.5740067746996924,3.18280301264202,3.0930139458884782,2.9463035887425435
ADBL,2024-07-15,-0.6424527246891499,-0.6432749623885587,-0.7443380751166968,-0.7412685244769666,-0.9056617770487461,0.9039508623353588,1.0564442650693697
